ticker,company_name,source,signal_name,direction,timeframe,triggered_date,days_ago,description,strength,generated_at
NDSN,Nordson Corporation,value_us,Toque Banda Superior BB,BEARISH,DAILY,2026-04-20,1,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
NDSN,Nordson Corporation,value_us,Golden Cross,BULLISH,WEEKLY,2026-03-02,50,MA50 cruzó por encima de MA200 — inicio de tendencia alcista de largo plazo,3,2026-04-21 07:41
NDSN,Nordson Corporation,value_us,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +18.2% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
NDSN,Nordson Corporation,value_us,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +23.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
NDSN,Nordson Corporation,value_us,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
NDSN,Nordson Corporation,value_us,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 4.8% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
NESN.SW,NESTLE N,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +0.2% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
NESN.SW,NESTLE N,portfolio,Rebote MA50,BULLISH,WEEKLY,2026-04-20,1,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
NESN.SW,NESTLE N,portfolio,MACD Cruce Bajista,BEARISH,WEEKLY,2026-03-30,22,Línea MACD cruzó por debajo de la señal — momentum bajista,2,2026-04-21 07:41
NESN.SW,NESTLE N,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NESN.SW,NESTLE N,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +1.6% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
NESN.SW,NESTLE N,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-20,1,Precio a 3.3% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +2.6% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +16.8% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +64.0% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NIC,Nicolet Bankshares Inc.,portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 3.3% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Precio bajo MA200,BEARISH,DAILY,2026-04-21,0,Precio -19.6% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Rebote MA50,BULLISH,DAILY,2026-04-17,4,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Shooting Star,BEARISH,DAILY,2026-04-15,6,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +1.8% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Doji en Subida,BEARISH,DAILY,2026-04-16,5,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Doji en Subida,BEARISH,DAILY,2026-04-21,0,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Precio bajo MA200,BEARISH,WEEKLY,2026-04-20,1,Precio -51.6% bajo MA200 — tendencia bajista estructural,3,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -23.4% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-20,1,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
NOVO-B.CO,Novo Nordisk B A/S,value_eu,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-04-20,1,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Rebote MA50,BULLISH,DAILY,2026-04-20,1,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-20,1,Precio a 4.3% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +1.3% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Toque Banda Superior BB,BEARISH,DAILY,2026-04-20,1,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Doji en Subida,BEARISH,DAILY,2026-04-17,4,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +8.1% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +28.6% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
NSC,Norfolk Southern Corporation,portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 3.8% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Evening Star,BEARISH,DAILY,2026-04-15,6,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +14.4% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Extendido sobre MA200,BEARISH,DAILY,2026-04-20,1,"Precio +31.8% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-20,1,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +37.8% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +107.7% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-06,15,Línea MACD cruzó por encima de la señal — momentum alcista activado,1,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
NVT,nVent Electric plc,portfolio,Toque Banda Superior BB,BEARISH,WEEKLY,2026-04-20,1,Precio en banda superior de Bollinger — posible sobreextensión,1,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-04-17,4,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Evening Star,BEARISH,DAILY,2026-04-16,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +3.3% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +7.2% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +67.2% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
NWG.L,NATWEST GROUP PLC ORD 107.69P,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
OR.PA,L'OREAL,value_eu,Bullish Engulfing,BULLISH,DAILY,2026-04-21,0,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
OR.PA,L'OREAL,value_eu,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-21,0,Precio a 2.0% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
OR.PA,L'OREAL,value_eu,Golden Cross,BULLISH,WEEKLY,2026-02-23,57,MA50 cruzó por encima de MA200 — inicio de tendencia alcista de largo plazo,3,2026-04-21 07:41
OR.PA,L'OREAL,value_eu,Death Cross,BEARISH,WEEKLY,2026-04-13,8,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Bearish Engulfing,BEARISH,DAILY,2026-04-20,1,Vela bajista que envuelve la alcista anterior — fuerte reversión vendedora,3,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Rebote MA50,BULLISH,DAILY,2026-04-17,4,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Shooting Star,BEARISH,DAILY,2026-04-16,5,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-20,1,Precio a 6.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +0.2% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Divergencia RSI Alcista,BULLISH,WEEKLY,2026-04-20,1,Precio hace mínimos más bajos pero RSI hace mínimos más altos — presión bajista agotándose,3,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +25.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 43%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
ORLY,"O'Reilly Automotive, Inc.",value_us,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
OTIS,Otis Worldwide Corporation,value_us,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-20,1,Precio a 6.3% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
OTIS,Otis Worldwide Corporation,value_us,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -9.1% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +5.4% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Pullback Volumen Seco,BULLISH,DAILY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Hammer,BULLISH,DAILY,2026-04-14,7,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-20,1,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,MACD Histograma Creciente,BULLISH,DAILY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Doji en Caída,BULLISH,DAILY,2026-04-15,6,"Doji después de tendencia bajista — indecisión, posible agotamiento vendedor",1,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +15.0% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +28.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Tendencia Alcista HH/HL,BULLISH,WEEKLY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 0.0% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-03-30,22,Línea MACD cruzó por encima de la señal — momentum alcista activado,1,2026-04-21 07:41
PEBO,Peoples Bancorp Inc.,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
PGHN.SW,PARTNERS GROUP N,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +9.1% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
PGHN.SW,PARTNERS GROUP N,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
PGHN.SW,PARTNERS GROUP N,portfolio,Doji en Subida,BEARISH,DAILY,2026-04-16,5,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
PGHN.SW,PARTNERS GROUP N,portfolio,Death Cross,BEARISH,WEEKLY,2026-04-20,1,MA50 cruzó por debajo de MA200 — señal bajista de largo plazo,3,2026-04-21 07:41
PGHN.SW,PARTNERS GROUP N,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-13,8,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
PGHN.SW,PARTNERS GROUP N,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
PGHN.SW,PARTNERS GROUP N,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,MACD Cruce Alcista,BULLISH,DAILY,2026-04-15,6,Línea MACD cruzó por encima de la señal — momentum alcista activado,2,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,Shooting Star,BEARISH,DAILY,2026-04-17,4,"Vela Shooting Star: mecha superior larga — rechazo alcista, posible techo",2,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,Cerca de Mínimo 52s,BEARISH,DAILY,2026-04-20,1,Precio a 6.4% del mínimo de 52 semanas — cuchillo cayendo,2,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +0.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 30%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,MACD Cruce Bajista,BEARISH,WEEKLY,2026-04-06,15,Línea MACD cruzó por debajo de la señal — momentum bajista,1,2026-04-21 07:41
PGR,Progressive Corporation (The),value_us,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Evening Star,BEARISH,DAILY,2026-04-16,5,Patrón Evening Star (3 velas) — reversión bajista de alta fiabilidad,3,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-20,1,Precio +9.1% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Extendido sobre MA200,BEARISH,DAILY,2026-04-20,1,"Precio +26.6% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Hammer,BULLISH,DAILY,2026-04-14,7,"Vela Hammer: mecha inferior larga, cuerpo pequeño — rechazo bajista, posible suelo",2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-20,1,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Cerca de Máximo 52s,BULLISH,DAILY,2026-04-20,1,Precio a 2.7% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Doji en Subida,BEARISH,DAILY,2026-04-15,6,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +34.1% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +168.9% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Pullback Volumen Seco,BULLISH,WEEKLY,2026-04-20,1,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,Cerca de Máximo 52s,BULLISH,WEEKLY,2026-04-20,1,Precio a 2.7% del máximo de 52 semanas — fuerza relativa excepcional,2,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,MACD Cruce Alcista,BULLISH,WEEKLY,2026-04-20,1,Línea MACD cruzó por encima de la señal — momentum alcista activado,1,2026-04-21 07:41
PRIM,Primoris Services Corporation,portfolio,MACD Histograma Creciente,BULLISH,WEEKLY,2026-04-20,1,Histograma MACD positivo y en expansión — momentum alcista acelerando,1,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Bullish Engulfing,BULLISH,DAILY,2026-04-17,4,Vela alcista que envuelve la bajista anterior — fuerte reversión compradora,3,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Rebote MA50,BULLISH,DAILY,2026-04-15,6,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +1.8% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Doji en Subida,BEARISH,DAILY,2026-04-15,6,"Doji después de subida — indecisión, posible agotamiento comprador",1,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Precio sobre MA50,BULLISH,WEEKLY,2026-04-20,1,Precio +8.4% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +21.5% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Rebote MA50,BULLISH,WEEKLY,2026-03-23,29,Precio testó MA50 y rebotó con mecha inferior — soporte validado,2,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Squeeze Bollinger,BULLISH,WEEKLY,2026-04-20,1,Bandas de Bollinger comprimidas (percentil 42%) — compresión previa a movimiento explosivo,2,2026-04-21 07:41
PRU.L,PRUDENTIAL PLC ORD 5P,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
PRX.AS,PROSUS,portfolio,Pullback Volumen Seco,BULLISH,DAILY,2026-04-21,0,"Retroceso reciente con volumen <70% de la media — presión vendedora débil, consolidación saludable",2,2026-04-21 07:41
PRX.AS,PROSUS,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
PRX.AS,PROSUS,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +3.1% sobre MA50 — soporte dinámico activo,1,2026-04-21 07:41
PRX.AS,PROSUS,portfolio,Precio bajo MA50,BEARISH,WEEKLY,2026-04-20,1,Precio -12.4% bajo MA50 — tendencia deteriorada,2,2026-04-21 07:41
PRX.AS,PROSUS,portfolio,Extendido sobre MA200,BEARISH,WEEKLY,2026-04-20,1,"Precio +20.6% sobre MA200 — sobreextensión, riesgo de corrección",2,2026-04-21 07:41
PRX.AS,PROSUS,portfolio,Tendencia Bajista LH/LL,BEARISH,WEEKLY,2026-04-20,1,Máximos y mínimos decrecientes en las últimas 20 velas — downtrend confirmado,2,2026-04-21 07:41
PSON.L,PEARSON PLC ORD 25P,portfolio,Precio sobre MA50,BULLISH,DAILY,2026-04-21,0,Precio +11.6% sobre MA50 — soporte dinámico activo,2,2026-04-21 07:41
PSON.L,PEARSON PLC ORD 25P,portfolio,Tendencia Alcista HH/HL,BULLISH,DAILY,2026-04-21,0,Máximos y mínimos crecientes en las últimas 20 velas — uptrend confirmado,2,2026-04-21 07:41
