ticker,super_score_4d,tier,description,dimensions,weights
KOSS,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
KLNG,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BV,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ZONE,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ECOR,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ESTC,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TEAM,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FLD,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SHIM,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
OSUR,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
KCHV,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
GXO,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
JNJ,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SAIA,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CBZ,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TRST,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
HRGN,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ELA,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CZFS,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ACON,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BHC,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NUTX,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ENOV,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SUNC,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FRAF,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ASLE,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
RUM,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
RXO,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
JJSF,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ET,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ALRM,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
GLRE,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
BTCS,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CBL,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SMPL,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
LGCY,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
PRSU,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ARAY,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
DJT,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TCBX,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SXI,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
COTY,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
ICHR,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
IOSP,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CTRI,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
GEN,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
COLM,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TRS,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
AMBC,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
DCOM,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TDUP,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
JBLU,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SYBT,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
CORZ,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
IART,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
NTRP,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TAP,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FMCB,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
FMAO,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
SFST,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
TSQ,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
OSPN,22.5,🔵 MODERADA,Seguimiento recomendado,"{'vcp': 0, 'insiders': 50, 'sector': 50, 'institutional': 0}","{'vcp': 0.3, 'insiders': 0.25, 'sector': 0.2, 'institutional': 0.25}"
